split,index,image_id,question,answer,question_type
train,47799,clb0kvxwn92h8074y8ue57vf4,"What abnormalities, polyp types, and procedural context are visible in the gastrointestinal image?","evidence of oesophagitis is present, no polyps are identified, and the image corresponds to a gastroscopy procedure.",Multi-Choice
train,48486,clb0kvxv4901g074y1b0i72e3,What procedure is shown in the image and what abnormalities are present?,evidence of oesophagitis is noted in the oesophageal mucosa.,Multi-Choice
train,48515,cla820gm4s5af071u73oz3q14,"What procedure was performed, what abnormalities are visible, and is there any text visible in the gastrointestinal image?","the image was obtained via capsule endoscopy, showing evidence of ulcerative colitis, and text is present.",Multi-Choice
train,49180,clb0kvxwk92bg074ybmj2ex6d,What abnormalities are visible in the image?,evidence of barrett's esophagus and esophagitis,Multi-Choice
train,50287,clb0kvxwo92hs074y8p8h4lm3,What abnormalities are present in the image?,evidence of oesophagitis with short-segment barrett's,Multi-Choice
train,50808,cl8k2u1q31egj08320u98dp6e,"What abnormalities are visible in the image, what procedure was performed, and what type of polyp is present?",evidence of a single polyp observed during a colonoscopy procedure.,Multi-Choice
train,51365,clb0kvxvs915o074yaixt43zj,What procedure is depicted in the image and what findings are present?,the image is from a gastroscopy showing no polyps identified.,Multi-Choice
train,52207,cla820gmgs5pv071ubu4gcmgh,What procedure is depicted in the image and what abnormalities are present?,findings are consistent with ulcerative colitis during a colonoscopy.,Multi-Choice
train,52262,clb0lbwz5dosk086uaex8ami6,"What abnormalities, text, and procedure type are visible in the image?","evidence of a polyp, text is present, and the image is from a colonoscopy.",Multi-Choice
train,52768,cla820gn5s6k7071ua3bs0lo1,"What procedure was performed, what abnormalities are present, and what anatomical landmarks are visible in the image?",colonoscopic evaluation reveals no significant abnormalities and no identifiable anatomical landmarks.,Multi-Choice
train,53389,cl8k2u1rq1gk70832cz1qay0c,"What abnormalities, artifacts, and anatomical landmarks are visible in the image?","no anatomical landmarks are identified, and a green/black box artifact is present along with a polyp.",Multi-Choice
train,54073,cla820gl3s3sz071u3u7aelb1,What procedure is depicted in the image and what abnormalities are present?,evidence of ulcerative colitis found during colonoscopy,Multi-Choice
train,54834,cla820gmxs6e3071u2ioi80b5,What procedure is depicted in the image and what abnormalities are present?,findings suggest evidence of ulcerative colitis following a colonoscopy.,Multi-Choice
train,55938,clb0lbwzldpbg086uc3v9huoc,"What procedure is depicted, what instruments are visible, and what abnormalities are present in the gastrointestinal image?",the image shows a colonoscopy with biopsy forceps in place and evidence of inflammatory changes consistent with ulcerative colitis.,Multi-Choice
train,56504,cla820glas45b071u1l96gd8e,"What procedure was performed, what instruments are visible, and what abnormalities are present in the gastrointestinal image?",the image is from a colonoscopy with no instruments visible and evidence of ulcerative colitis.,Multi-Choice
train,57008,cla820gn2s6hf071ufso11lvs,What procedure is depicted in the image and what findings are present?,evidence of ulcerative colitis seen during colonoscopy,Multi-Choice
train,57209,cla820gmbs5jj071uhbn0b19h,"What procedure was performed, what abnormalities are present, and is there any instrument visible in the image?",colonoscopic examination shows evidence of ulcerative colitis without visible instrumentation.,Multi-Choice
train,57709,clb0kvxus8zo8074y6pz410z6,"What procedure is shown in the image, what abnormalities are present, and what anatomical landmarks can be identified?",the image shows a gastroscopic view with evidence of oesophagitis and the z-line is clearly visible.,Multi-Choice
train,58423,cl8k2u1qu1f9v083253fq38kf,"What abnormalities, text, and procedural information are present in the image?","evidence of a single polyp, presence of text, and image from a colonoscopy procedure.",Multi-Choice
train,58605,cla820gn6s6mn071u60h6fss6,"What procedure is depicted in the image, and what abnormalities are visible?",evidence of mucosal ulceration consistent with ulcerative colitis observed during colonoscopy.,Multi-Choice
train,58792,cla820gmis5tb071u8iygepwo,"What abnormalities, polyps, and procedures are visible in the gastrointestinal image?",evidence of ulcerative colitis without any polyps noted during a colonoscopy procedure.,Multi-Choice
train,58891,cla820gm4s5ab071u7i219k5t,What procedure is shown in the image and what findings are present?,the image is from a colonoscopy showing no polypoid lesions.,Multi-Choice
train,59396,cl8k2u1qz1fib0832cq440m59,"What abnormalities are visible in the image, what procedure was performed, and what type of polyp is present?",there is evidence of a colonic polyp seen during a colonoscopy procedure.,Multi-Choice
train,59944,cla820gmss67v071u9gz1h8q9,"What abnormalities are present, what procedure was performed, and is the removal of polyps relevant in this image?","evidence of ulcerative colitis is present, the image is from a colonoscopy, and polyp removal is not applicable.",Multi-Choice
train,60297,cla820gmqs653071u19205h77,What procedure is depicted in the image and what findings are present?,findings consistent with inflammatory bowel disease with mucosal ulceration,Multi-Choice
train,60314,cla820gl8s40j071u4rhhc5an,"What abnormalities, polyps, and procedures are visible in the gastrointestinal image?",evidence of ulcerative colitis without polyps observed during a colonoscopy procedure.,Multi-Choice
train,60348,cla820gl4s3tv071ugdtudp1p,"What procedure is depicted in the image, are there any instruments visible, and what abnormalities are present?",the image shows a colonoscopy with no visible instruments and evidence of ulcerative colitis.,Multi-Choice
train,60413,clb0kvxvq9134074y41anax4e,"What procedure is depicted in the image, what abnormalities are present, and is there any instrument visible?","the image shows a gastroscopy with evidence of oesophagitis and a polyp, and no instrument is visible.",Multi-Choice
train,60662,cla820gmks5wn071u8uoz7uq7,"What procedure was performed, what abnormalities are visible, and is there any text visible in the image?",the image shows a colonoscopy with evidence of ulcerative colitis and text is present.,Multi-Choice
train,60849,cla820gmls5xr071uhyv8887o,"What procedure is depicted in the image, are there any anatomical landmarks visible, and what abnormalities can be identified?",the image shows a colonoscopy with no anatomical landmarks visible and evidence of ulcerative colitis.,Multi-Choice
train,60913,clb0kvxus8zoc074y4dplc6wi,What procedure is depicted in the image and what abnormalities are present?,findings consistent with upper gastrointestinal endoscopy and evidence of esophageal inflammation,Multi-Choice
train,60941,clb0kvxwo92ik074y2g4365ru,What abnormalities are present in the image?,evidence of esophageal inflammation and short-segment barrett's epithelium,Multi-Choice
train,61188,cla820gl3s3t3071udcwfd8g1,What procedure is depicted in the image and what abnormalities are present?,findings are consistent with ulcerative colitis involving the colon.,Multi-Choice
train,61513,cl8k2u1q41ehf08327dkn0wfx,"What abnormalities, instruments, and procedure are visible in the image?","evidence of a polyp, presence of a polyp snare, and the image is from a colonoscopy procedure.",Multi-Choice
train,63470,clb0kvxvv9190074ybvpybnwf,"What abnormalities are present, what type of procedure was performed, and is there any text visible in the image?","evidence of oesophagitis is noted, the image is from a gastroscopy, and no text is visible.",Multi-Choice
train,64048,cla820glws51j071ubeeebxf0,"What abnormalities, anatomical landmarks, and procedures are visible in the gastrointestinal image?",evidence of ulcerative colitis without visible anatomical landmarks from a colonoscopy procedure.,Multi-Choice
train,64286,clb0kvxwh927k074y50oqft3a,What abnormalities are visible in the image?,evidence of barrett's epithelium and esophageal inflammation,Multi-Choice
train,64768,cl8k2u1qc1eor08325e6j9lq5,"What abnormalities, artifacts, and findings are visible in the gastrointestinal image?",there is evidence of a single mucosal polyp with a green/black box artifact present.,Multi-Choice
train,65075,cla820gmvs6bn071u88vj64ou,Which anatomical landmark is visible in the image and what abnormalities are present?,no anatomical landmark identified; evidence of ulcerative colitis,Multi-Choice
train,66101,cl8k2u1qc1eob08325j4e3zf7,"What abnormalities, text, and procedure details are visible in the gastrointestinal image?","evidence of a colonic polyp is present with text visible, taken during a colonoscopy procedure.",Multi-Choice
train,66412,cla820gmis5s7071uhjmr3jy7,"Which anatomical landmark is visible in the image, is there any text present, and what abnormalities are observed?","no anatomical landmark is visible, text is present, and evidence of ulcerative colitis is noted.",Multi-Choice
train,66710,cla820glhs4g7071ud1217l9u,"What procedure is depicted in the image, what abnormalities are present, and is there any polypoid lesion observed?",the image shows a colonoscopy with evidence of ulcerative colitis and no polypoid lesions detected.,Multi-Choice
train,67250,cl8k2u1q31efz08328g8s2dq9,"What abnormalities are visible, what procedure was performed, and what type of polyp is present in the image?",polyp observed with characteristics suggestive of a paris classification type.,Multi-Choice
train,67265,cla820gn4s6jf071u812y5qtt,Which anatomical landmark is visible in the image and what abnormalities are present?,no significant anatomical landmark identified. evidence of inflammatory changes consistent with ulcerative colitis.,Multi-Choice
train,67427,cla820gl3s3sn071u6jb8eyyl,"What procedure is depicted in the image, and what abnormalities are observed?",findings are consistent with ulcerative colitis involving the colon.,Multi-Choice
train,67660,cl8k2u1rc1fwz08322ztc5nk1,"What abnormalities, text, and procedural details are visible in the gastrointestinal image?","evidence of a single polyp is present, no text is visible, and the image is from a colonoscopy procedure.",Multi-Choice
train,67794,cla820glis4j7071u8wd17ygy,"What findings are visible in the gastrointestinal image, including polyps, instruments, and anatomical landmarks?","no polyps, instruments, or anatomical landmarks are identified in the image.",Multi-Choice
train,68156,cla820gmxs6er071u0hwnc0u1,What procedure is depicted in the image and what abnormalities are present?,procedure shows colonoscopy findings with evidence of inflammatory changes,Multi-Choice
train,68244,cla820gl2s3rf071u3bj0eu8m,"What procedure was performed, are all polyps removed, and what abnormalities are present in the gastrointestinal image?",evidence of prior colonoscopy with no residual polyps and findings consistent with ulcerative colitis.,Multi-Choice
train,68338,cla820gm0s55j071u4btx7fzh,"What instruments are visible, what procedure was performed, and what abnormalities are present in the image?","biopsy forceps are visible, the image is from a colonoscopy, and there is evidence of ulcerative colitis.",Multi-Choice
train,68351,cl8k2u1qg1euf0832gmua4rbq,"What abnormalities, text, and procedure details are visible in the gastrointestinal image?","evidence of a single polyp, presence of text, and findings from a colonoscopy are noted.",Multi-Choice
train,68754,cl8k2u1rp1gij0832c2kw4nw3,Which anatomical landmark is visible in the image and what abnormalities are present?,"no anatomical landmark is visible, and a polyp is present.",Multi-Choice
train,69330,cla820gl6s3xz071ubrzzdd9a,"What findings are visible in the gastrointestinal image, including polyps, instruments, and anatomical landmarks?","no polyps, instruments, or anatomical landmarks are identified in the image.",Multi-Choice
train,69887,cl8k2u1qr1f5r0832h09pejru,"What abnormalities, text, and procedure details are visible in the gastrointestinal image?","there is a polyp present, text is visible, and the image is from a colonoscopy procedure.",Multi-Choice
train,70370,clb0kvxw791r8074yf9x5a9d8,"What abnormalities, text, and procedure details are visible in the gastrointestinal image?",evidence of oesophagitis with visible text from a gastroscopy procedure,Multi-Choice
train,70501,cla820gm5s5bv071u5q119mtp,"What procedure is shown in the image, what abnormalities are present, and is the removal of polyps relevant?","the image is from a colonoscopy showing evidence of ulcerative colitis, with no indication of polyp removal being necessary.",Multi-Choice
train,71042,clb0kvxuv8zrs074y9k0ebd3e,"What procedure was performed, what abnormalities are present, and is there a polyp visible in the gastrointestinal image?",gastroscopy shows no evidence of polypoid lesion with normal mucosal appearance.,Multi-Choice
train,71746,cla820glss4wv071u9ine5505,"What procedure is depicted, which anatomical landmarks are visible, and what abnormalities are present in the gastrointestinal image?",colonoscopy image shows cecal landmark with evidence of ulcerative colitis.,Multi-Choice
train,71881,cla820gmls5yf071u422gbrab,"What procedure was performed, and what findings are present regarding polyps in the image?",colonoscopy was performed with no polyps observed.,Multi-Choice
train,72283,clb0kvxv3900k074yer95b9pz,"What procedure is depicted in the image, what abnormalities are present, and are there any instruments visible?",the image shows a gastroscopy with no visible instruments and evidence of oesophagitis.,Multi-Choice
train,72314,clb0kvxv990ag074ybfd581a5,What procedure is depicted in the image and what findings are present?,image obtained during gastroscopy shows no polypoid lesions detected.,Multi-Choice
train,72512,cla820gmds5lv071u2prbaqhq,What procedure is depicted in the image and what findings are present?,findings suggest active ulcerative colitis in the colon.,Multi-Choice
train,72914,cl8k2u1pu1e3f0832bvfz308g,"What abnormalities are visible in the image, what procedure was performed, and what type of polyp is observed?","evidence of a colonic polyp is noted, consistent with a colonoscopy image, and appears to be a paris-type polyp.",Multi-Choice
train,73030,cla820gl4s3tv071ugdtudp1p,What procedure is depicted in the image and what findings are present?,findings suggest inflammatory changes consistent with ulcerative colitis.,Multi-Choice
train,73696,clb0kvxwq92lw074yehu3bofl,What procedure is depicted in the image and what abnormalities are visible?,gastroscopy reveals evidence of oesophagitis with short-segment barrett's changes.,Multi-Choice
train,73776,cl8k2u1q21ef3083281hg99ik,"What abnormalities are visible in the image, what procedure was performed, and what type of polyp is present?",evidence of a single polyp observed during a colonoscopy procedure.,Multi-Choice
train,74212,clb0kvxwk92b8074ybz7x31eg,What abnormalities are visible in the image?,evidence of barrett's esophagus and esophagitis,Multi-Choice
train,75186,cla820glqs4tr071u8yh6havq,What procedure is depicted in the image and what abnormalities are present?,evidence of ulcerative colitis found during colonoscopy,Multi-Choice
train,75995,cla820gmfs5oz071u5ihnbhr0,"What procedure is depicted in the image, are there any green/black box artefacts, and what abnormalities are present?",the image shows a colonoscopy with visible artefacts and evidence of inflammatory bowel disease.,Multi-Choice
train,76166,cla820gl2s3qj071u9e3efd6z,"What abnormalities, anatomical landmarks, and textual elements are present in the image?","no anatomical landmarks are identified, but evidence of ulcerative colitis is present, and text is visible.",Multi-Choice
train,76361,cla820glis4ir071u2kjr3vd4,What procedure is depicted in the image and what abnormalities are present?,evidence of ulcerative colitis noted during colonoscopy,Multi-Choice
train,76969,clb0kvxus8zp0074y12o5brpj,"What procedure was performed, what abnormalities are present, and what type of polyp is observed in the image?",the image is from a gastroscopy showing evidence of oesophagitis with no polyps present.,Multi-Choice
train,77691,cla820gm2s583071udee247gq,"What procedure was performed, what abnormalities are present, and what type of polyp is observed in the gastrointestinal image?",the image is from a colonoscopy showing no evidence of polyps and findings consistent with ulcerative colitis.,Multi-Choice
train,80439,cla820gm9s5g7071uay192fb7,Which anatomical landmark is visible in the image and what abnormalities are present?,no anatomical landmark is identified; evidence of ulcerative colitis is present.,Multi-Choice
train,80460,clb0kvxvv919k074yakrv2etn,"What abnormalities are present, what procedure was performed, and are there any remaining polyps in the image?","mucosal inflammation is observed, the image is from a gastroscopy, and polyp removal is not indicated.",Multi-Choice
train,80602,clb0kvxw691o8074y39hb8dy5,"What procedure was performed, what abnormalities are present, and is polyp removal relevant in this gastrointestinal image?","gastroscopy was performed, evidence of oesophagitis is present, and polyp removal is not relevant.",Multi-Choice
train,81637,cla820gles4cf071ubi4chiqb,What procedure is depicted in the image and what abnormalities are present?,evidence of ulcerative colitis identified during colonoscopy,Multi-Choice
train,81727,cl8k2u1r31fij08325dxt2pnz,"What abnormalities are visible in the image, what procedure was performed, and what type of polyp is present?",findings include a colonic polyp identified during colonoscopy.,Multi-Choice
train,81931,cla820gn7s6nb071u382u7155,What procedure is depicted in the image and what abnormalities are observed?,findings are consistent with a normal colonoscopy with no polyps identified.,Multi-Choice
train,82037,cl8k2u1qs1f6r0832f6pa42lz,"What abnormalities, procedures, and findings are visible in this gastrointestinal image?",a single polyp is identified during a colonoscopy.,Multi-Choice
train,82052,cl8k2u1rr1gm30832fz9x3vru,"What procedure was performed, what abnormalities are visible, and what anatomical landmarks can be identified in the gastrointestinal image?",the image was obtained during a colonoscopy with no identifiable polyps or anatomical landmarks present.,Multi-Choice
train,82128,cla820glgs4ff071u8us5dw3j,What procedure is depicted in the image and what abnormalities are present?,evidence of ulcerative colitis observed during colonoscopy.,Multi-Choice
train,82280,clb0kvxva90co074y41clguhf,What procedure is depicted in the image and what abnormalities are present?,gastroscopy reveals evidence of esophageal inflammation.,Multi-Choice
train,82368,cla820gmss683071u621obu0s,What procedure is depicted in the image and what abnormalities are present?,findings are consistent with ulcerative colitis following colonoscopy.,Multi-Choice
train,82573,clb0lbwzcdp0o086u5o9q6ttw,What procedure is depicted in the image and what findings are present?,evidence of colonoscopy with visible polypoid lesion,Multi-Choice
train,83124,clb0kvxw291k0074y5v8gewyr,"What procedure is depicted in the image, what abnormalities are present, and is the removal of polyps relevant?",the image shows a gastroscopy with evidence of oesophagitis and no indication of polyp removal.,Multi-Choice
train,83368,clb0kvxvx91c0074y2byl9arg,"What procedure is depicted in the image, and what abnormalities are present?",evidence of oesophagitis observed during gastroscopy.,Multi-Choice
train,83399,cla820gm7s5dv071u6flka5po,"What abnormalities, procedures, and instruments are visible in the image?",evidence of ulcerative colitis is present without any instruments visible.,Multi-Choice
train,83941,clb0kvxvj90sw074y65neasey,"What procedure was performed, what abnormalities are present, and is there a green/black box artefact in the image?",gastroscopy was performed with no evidence of green/black box artefact and findings consistent with oesophagitis.,Multi-Choice
train,83996,cla820gmqs65n071u0wmf7n3d,"What abnormalities, instruments, and procedures are depicted in the gastrointestinal image?",the image shows evidence of ulcerative colitis without any visible instruments from a colonoscopy.,Multi-Choice
train,84228,cla820gmis5sr071ufbc4913j,"What procedure was performed, what abnormalities are present, and is there a green/black box artefact in the image?",the image is from a colonoscopy with no evidence of green or black box artefacts and shows findings consistent with ulcerative colitis.,Multi-Choice
train,84421,clb0kvxwe922s074ye8h6d2e8,What procedure is depicted in the image and what findings are present?,evidence of oesophagitis observed during gastroscopy.,Multi-Choice
train,84765,clb0kvxvc90g0074y2xvf9cmq,What procedure is depicted in the image and what abnormalities are present?,findings consistent with oesophagitis observed during gastroscopy,Multi-Choice
train,84771,cla820glbs45n071ubr5deoxc,"What procedure was performed, what instruments are visible, and what abnormalities are present in the gastrointestinal image?",the image is from a colonoscopy with no instruments visible and no polyps identified.,Multi-Choice
train,85121,clb0kvxwn92go074y4rwc60ew,What abnormalities are visible in the image?,evidence of barrett's esophagus and esophagitis,Multi-Choice
train,85449,cla820gljs4kb071u1b18d156,"What abnormalities, polyp types, and procedural context are visible in the image?","evidence of ulcerative colitis is present without any polyps, and the image is from a colonoscopy.",Multi-Choice
train,85550,cla820glvs4zn071u8dpb59co,"What procedure was performed, what abnormalities are visible, and is there any text present in the gastrointestinal image?",the image is from a colonoscopy showing evidence of ulcerative colitis and includes visible text.,Multi-Choice
train,86464,cla820glas43z071ud31lel1f,"What abnormalities, procedures, and textual elements are present in the image?","evidence of ulcerative colitis is present, the image is from a colonoscopy, and text is visible.",Multi-Choice
train,86818,cla820gmus6az071u6d044g0a,"What abnormalities, procedures, and instruments are visible in the image?","evidence of ulcerative colitis is present, the image is from a colonoscopy, and no instruments are visible.",Multi-Choice
train,87013,cla820gmvs6bz071u3y7hcecb,"In the image, are there any instruments or anatomical landmarks present, and what abnormalities can be identified?","no instruments or anatomical landmarks are visible, and evidence of ulcerative colitis is present.",Multi-Choice
train,87228,clb0kvxur8zno074y200b0bfa,What procedure is depicted in the image and what abnormalities are present?,evidence of oesophagitis is observed during gastroscopy.,Multi-Choice
train,87841,cla820gn9s6qb071u0fu8c077,What procedure is depicted in the image and what abnormalities are present?,evidence of ulcerative colitis observed during colonoscopy,Multi-Choice
train,88281,cl8k2u1r61fnv0832346mdgw3,"What abnormalities, text, and procedure details are visible in the gastrointestinal image?",polyp observed with text visible during colonoscopy procedure.,Multi-Choice
train,88589,cl8k2u1pu1e3b0832blgn4zyw,"What abnormalities, artifacts, and procedural information can be identified in this gastrointestinal image?","evidence of a single polyp is present, with a green/black box artifact noted, and the image was obtained during a colonoscopy.",Multi-Choice
train,88658,cla820gmjs5tz071u48f0gw74,"What findings are present in the gastrointestinal image, including polyps, anatomical landmarks, and instruments?","no polyps, anatomical landmarks, or instruments are visible in the image.",Multi-Choice
train,89464,clb0kvxvf90m0074y2jgrem7x,"What abnormalities are visible, what procedure was performed, and is there any textual information present in the image?","evidence of oesophagitis is present, the image is from a gastroscopy, and text is visible.",Multi-Choice
train,89717,cla820gmqs65b071u8uo82ra7,What abnormalities are visible in the image?,mucosal ulcers and inflammatory changes consistent with ulcerative colitis,Multi-Choice
train,89786,clb0kvxv49024074ybnq9fuft,What abnormalities and anatomical landmarks are present in the image?,evidence of inflammatory changes in the esophageal mucosa with visible z-line anatomy,Multi-Choice
train,90112,clb0kvxur8zno074y200b0bfa,What abnormalities and anatomical landmarks are visible in the image?,evidence of esophageal inflammation and z-line visible,Multi-Choice
train,90747,cla820gljs4kf071u74o51olo,"What type of polyp is present, are there any anatomical landmarks visible, and what abnormalities can be identified in the gastrointestinal image?","no polyps or anatomical landmarks are observed, and no evidence of ulcerative colitis is present.",Multi-Choice
train,91404,cla820glqs4tj071u15ft4s4m,"What procedure is depicted in the image, are there any anatomical landmarks visible, and what abnormalities are present?",the image shows a colonoscopy with no visible anatomical landmarks and evidence of ulcerative colitis.,Multi-Choice
train,91677,cla820glls4n3071ub1dx9cxn,"What abnormalities, polyp types, and procedure details can be identified in the gastrointestinal image?","evidence of ulcerative colitis is present, no polyps are detected, and the image was obtained via colonoscopy.",Multi-Choice
train,92285,cla820gl8s413071u63tn9z7t,"What procedure is depicted in the image, what abnormalities are present, and is there any information regarding polyp removal?",the image shows a colonoscopy with evidence of ulcerative colitis and no indication of polyp removal.,Multi-Choice
train,92457,clb0kvxvj90tw074y4ap48h2a,What procedure is depicted in the image and what findings are present?,evidence of gastroscopy with no polypoid lesions identified.,Multi-Choice
train,92723,clb0kvxvb90f8074y90dw7q5g,"What procedure is the image from, what abnormalities are present, and are there any instruments visible?",the image is from a gastroscopy with no visible instruments and evidence of oesophagitis.,Multi-Choice
train,92972,clb0kvxvc90gk074yetau6yvy,"What abnormalities, procedures, and anatomical landmarks are visible in the gastrointestinal image?","mucosal inflammation is present, the image is from a gastroscopy, and the z-line is visible.",Multi-Choice
train,93375,clb0kvxwo92i8074ydu20eb9z,What abnormalities are visible in the image?,evidence of esophageal inflammation and short-segment barrett's esophagus,Multi-Choice
train,93753,cla820glns4p7071ucmxog59s,What procedure is depicted in the image and what abnormalities are present?,evidence of ulcerative colitis observed during colonoscopy,Multi-Choice
train,94874,cla820gm1s57f071ubbs03fi2,"What abnormalities, procedures, and instruments are visible in the image?","no instruments are visible, and the image shows evidence of ulcerative colitis from a colonoscopy.",Multi-Choice
train,95036,clb0kvxw691oo074y2z6q9ojx,"What abnormalities are visible, what procedure was performed, and is there any text visible in the image?","evidence of oesophagitis is present, the image is from a gastroscopy, and text is visible.",Multi-Choice
train,95052,cl8k2u1ra1fu30832b5ovaoz3,"What abnormalities, artefacts, and findings are present in the gastrointestinal image?",evidence of a single mucosal polyp with no box artefacts present.,Multi-Choice
train,95072,clb0kvxv8909k074yg9zq6h2y,What abnormalities and anatomical landmarks are visible in the image?,evidence of esophageal inflammation and z-line identification,Multi-Choice
train,95788,clb0kvxw091fw074ydks3eoa8,What procedure is depicted in the image and what abnormalities are present?,findings consistent with esophageal inflammation observed during gastroscopy,Multi-Choice
train,96238,cla820gmos63b071ucfr74ie6,What procedure is depicted in the image and what findings are present?,no polyp identified during colonoscopy,Multi-Choice
train,96282,cla820glcs47v071u0n7i11qa,"In the image, are there any instruments or anatomical landmarks visible, and what abnormalities, if any, are present?","no instruments or anatomical landmarks are visible, and evidence of ulcerative colitis is present.",Multi-Choice
train,96299,clb0kvxw391l4074y75b343au,What abnormalities are visible in the image?,evidence of esophageal inflammation,Multi-Choice
train,96923,clb0kvxvz91fs074y4la9exqj,"What procedure is shown in the image, what abnormalities are present, and is there any text visible?",the image is from a gastroscopy showing evidence of oesophagitis with visible text.,Multi-Choice
train,97174,cla820gl8s41j071u1d8t428t,What procedure is depicted in the image and what abnormalities are present?,findings suggest evidence of ulcerative colitis during a colonoscopy.,Multi-Choice
train,97502,clb0kvxwn92gw074y94g3g0lk,What abnormalities are observed in the image?,evidence of barrett's esophagus and esophagitis,Multi-Choice
train,98138,cla820glvs50f071ufkhtf8we,"Which anatomical landmarks are visible, what abnormalities are present, and what procedure was performed to obtain this image?","no significant anatomical landmarks are identified, evidence of ulcerative colitis is present, and the image was obtained during a colonoscopy.",Multi-Choice
train,98498,cla820glhs4hj071u12yyex9f,"What procedure was performed, what abnormalities are present, and is there any relevance to polyp removal in this gastrointestinal image?",the image is from a colonoscopy showing evidence of ulcerative colitis without indication of polyp removal.,Multi-Choice
train,98885,clb0kvxva90cc074y4mc5gnex,What procedure is depicted in the image and what abnormalities are present?,findings from gastroscopy suggest presence of esophagitis.,Multi-Choice
train,99564,clb0kvxvj90u4074ygr51ddwe,What procedure is depicted in the image and what abnormalities are present?,evidence of esophageal inflammation is present during gastroscopy.,Multi-Choice
train,99653,clb0kvxv89094074yhbcqdpu6,What abnormalities and anatomical landmarks are visible in the image?,"evidence of esophageal inflammation is present, with a distinct z-line visible.",Multi-Choice
train,100031,cla820gmps63z071u9nfpaxel,Which anatomical landmark is visible in the image and what abnormalities are present?,no anatomical landmark identified; evidence of inflammatory bowel disease,Multi-Choice
train,100895,cl8k2u1ri1g7b083229qj5eje,"What abnormalities, text, and procedure details are visible in the gastrointestinal image?","evidence of a polyp is present, text is visible, and the image is from a colonoscopy.",Multi-Choice
train,100984,clb0kvxw491ls074ybank4qyq,"What procedure was performed, what abnormalities are present, and what type of polyp is observed in the gastrointestinal image?",gastroscopy shows esophagitis without any polypoid lesions detected.,Multi-Choice
train,101467,clb0kvxwb91xk074ydr93azjz,What abnormalities are visible in the image and is there any green/black box artefact?,evidence of oesophagitis noted without any green or black box artefact present.,Multi-Choice
train,102727,clb0kvxvp912g074yhwh975dr,What abnormalities are visible in the image?,evidence of esophageal inflammation and polypoid lesion,Multi-Choice
train,103006,cl8k2u1rr1glz0832045nbysa,"What procedure is depicted in the image, what abnormalities are present, and what anatomical landmarks are visible?",the image is from a colonoscopy showing no significant abnormalities and no identifiable anatomical landmarks.,Multi-Choice
train,103346,cla820gn3s6i3071u7ohg3qbj,What abnormalities are visible in the image?,evidence of colonic polyps and inflammatory changes,Multi-Choice
train,103441,cla820gm7s5e7071u45cwfvua,"What procedure was performed, what abnormalities are present, and is there any polyp observed in the image?",the image is from a colonoscopy with no evidence of polyps and findings consistent with ulcerative colitis.,Multi-Choice
train,103559,cla820gl1s3ov071u2b7h3r59,"What findings are noted on the gastrointestinal imaging study, and which anatomical landmarks are visible?",no box artifacts observed; no anatomical landmarks identified.,Multi-Choice
train,103882,cla820gmks5vb071uanwlgcc1,"What procedure was performed, what abnormalities are present, and is there any polyp seen in the image?","no polyp is visualized, evidence of ulcerative colitis is present, and the image is from a colonoscopy.",Multi-Choice
train,104381,clb0kvxwm92eg074y30y39wtz,"What procedure is depicted in the image, what abnormalities are present, and are there any instruments visible?",the image shows a gastroscopy with no instruments present and evidence of oesophagitis.,Multi-Choice
train,105315,clb0kvxvz91ew074yf9d37i2x,"What procedure was performed, what abnormalities are present, and what type of polyp is observed in the gastrointestinal image?",gastroscopy reveals esophagitis without any polypoid lesions present.,Multi-Choice
train,105616,cla820glzs54j071uczlrc08v,What procedure is depicted in the image and what abnormalities are present?,findings consistent with ulcerative colitis observed during colonoscopy,Multi-Choice
train,105855,clb0kvxvy91cw074y0j1w010l,What procedure is depicted in the image and what findings are present?,the image shows findings consistent with a gastroscopy and no polyps identified.,Multi-Choice
train,106776,clb0lbwzadoyk086ucwll82o6,"What abnormalities, text, and procedural details are visible in the gastrointestinal image?","evidence of a polyp is present, text is visible, and the image is from a colonoscopy procedure.",Multi-Choice
train,106964,cl8k2u1s31grv0832ea238q57,What procedure is depicted in the image and what findings are present?,colonoscopic examination reveals a polypoid lesion.,Multi-Choice
train,107325,cla820gmys6fr071u7gmn1lkl,"What procedure is depicted in the image, what instruments are visible, and what abnormalities are present?",colonoscopy was performed with no instruments visible and evidence of ulcerative colitis observed.,Multi-Choice
train,107536,clb0kvxv8908w074y12lcdpnx,"What procedure is depicted in the image, and what abnormalities are present?",evidence of oesophagitis observed during gastroscopy.,Multi-Choice
train,107960,clb0kvxvb90f0074y9hbvalid,What procedure is depicted in the image and what abnormalities are present?,gastric mucosal inflammation noted in the esophagus,Multi-Choice
train,108004,clb0lbwzldpas086u7wmu2i4r,"What abnormalities, text, and procedure details are visible in the gastrointestinal image?","presence of a single polyp noted, text is visible, and the image was obtained during a colonoscopy.",Multi-Choice
train,108418,clb0kvxvi90qs074y7agh8ilw,"What abnormalities, anatomical landmarks, and instruments are visible in the image?","mucosal inflammation is present, with z-line identification and no visible instruments.",Multi-Choice
train,109779,cl8k2u1rq1gjb0832431tbo5r,What procedure is depicted in the image and what findings are present?,evidence of colonoscopic visualization with a detected polyp,Multi-Choice
