split,index,image_id,question,answer,question_type
train,14744,cla820gl4s3tz071u1ewe1zbv,"What color is the abnormality, what instruments are present, and how many findings are observed in the image?",abnormality shows pink and red coloration with no instruments present and one distinct finding.,Color
train,14753,cla820gm2s57z071uewjf8x03,"What color are the abnormalities, how many findings are present, and where is the anatomical landmark located?",multiple colored lesions are present without any identifiable anatomical landmark.,Color
train,14765,clb0kvxwg925c074y86wefqdj,"What are the color characteristics of any abnormality, the size of the polyp, and the presence of any instruments in the image?","no polyp is present, and no instruments are visible in the image.",Color
train,14770,cla820gmfs5oz071u5ihnbhr0,Which areas of the image show the presence of an instrument and what colors are observed in the abnormal regions?,"no instrument is visualized within the image. abnormal areas demonstrate white, pink, and red coloration.",Color
train,14778,cla820glas44n071u28gw6bch,What colors are observed in the abnormal area?,"pink, red, and white lesions noted",Color
train,14788,cla820glks4lr071u6gschk16,What are the colors of the abnormal findings?,pink and red lesions observed,Color
train,14791,cl8k2u1px1e7j08325gb95stn,"What color is the abnormality, how many findings are present, and what type of polyp is observed?","the lesion shows pink discoloration with two separate findings, including a paris-type polyp.",Color
train,14792,cla820gmls5wz071u2rajex2s,What procedure is depicted in the image and what are the colors of the observed abnormalities?,"the image is from a colonoscopy showing lesions of varying colors including pink, red, yellow, and white.",Color
train,14794,cla820gl3s3tf071uekna420b,"Where in the image is the anatomical landmark, what colors are present in the abnormality, and how many findings are visible?","no anatomical landmark is visible, multiple colors including pink, red, and white are present, and a single finding is observed.",Color
train,14808,cla820gn4s6iz071ubcq6d2mi,"What color abnormalities are present, what is the size of any polyps, and is there a green/black box artefact seen in the image?","multiple pink and red lesions are noted, no polyps are present, and no green or black box artefacts are observed.",Color
train,14833,cl8k2u1s41gsv0832gp096j7w,"What colors are observed for any abnormalities, are there any polyps present, and is there any instrumentation visible in the image?","multiple color changes noted, including red, pink, brown, and yellow, with a polyp identified and no instruments present.",Color
train,14837,clb0kvxvu917k074y6am31j31,What color is the abnormality and how many findings are present?,"multiple lesions with varied coloration including pink, red, and white",Color
train,14839,cl8k2u1rb1fvj08321qg834vk,"What color are the abnormalities, how many polyps are present, and are there any instruments visible in the image?","red and pink lesions are present, with two polyps noted and no instruments observed.",Color
train,14841,clb0kvxwl92dw074yd5cy63kw,What color is the abnormality and are there any abnormalities in the image?,"multiple colored lesions are present, including pink, red, and white areas, along with signs of barrett's and esophagitis.",Color
train,14872,cla820gn4s6jv071u2uaj0y9r,"How many findings are present, what colors are the abnormalities, and what type of polyp is observed?","one finding is noted, with abnormalities displaying pink, red, and yellow colors, and no polyp is present.",Color
train,14882,clb0kvxwk92b4074y5ob759i3,What colors are observed in the abnormal areas and is polyp removal relevant?,"multiple colored lesions noted including pink, red, and white areas; polyp removal is not applicable",Color
train,14885,clb0kvxv8909s074y3mqmbwxn,"What procedure is shown in the image, what colors are present in any abnormalities, and is there a green or black box artefact?",the image shows a gastroscopy with multiple colored abnormalities and no green or black box artefact present.,Color
train,14886,clb0kvxve90ko074ydzxk5n0h,"Where in the image are the anatomical landmarks located, what colors are the abnormalities, and is there evidence of any abnormal condition?","anatomical landmarks are distributed across central and lower regions, with abnormalities displaying pink, red, and white hues, and evidence of esophagitis is present.",Color
train,14895,clb0kvxwq92m4074y5br05c27,What color is the abnormality and what is the size of the polyp?,"multiple colored lesions including pink, red, and white with no evidence of polypoid mass",Color
train,14902,clb0lbwzmdpc0086u7trt6yt2,What color is the abnormality and is there any text present?,abnormality appears pink in color and text is visible,Color
train,14907,clb0kvxvb90ew074y2i8j8at5,What are the colors of the abnormality and is there a green/black box artefact present?,"multiple colored lesions including pink, red, and white are present without any green or black box artefact.",Color
train,14921,cla820glxs51z071u66002dpu,What are the colors of the abnormal findings?,"varied red, pink, and white lesions",Color
train,14948,cl8k2u1r71fov0832cnke57tp,"What procedure is depicted, what colors are associated with any abnormalities, and how many instruments are present in the image?",the image shows a colonoscopy with red and pink abnormalities observed and no instruments visible.,Color
train,14973,clb0kvxwk92bs074y6u0c5qh3,"How many polyps are present, what type of polyp is seen, and what colors are the abnormalities observed in the image?","no polyps are identified, with no specific polyp type observed, and multiple colored lesions including pink, red, and white areas.",Color
train,14976,clb0lbx1odqr4086uh2fhbxyt,"How many instruments are visible, are there any abnormalities present, and what colors are observed in the abnormal areas?","one instrument is present, a polyp is observed, and the abnormality exhibits blue, green, and white coloration.",Color
train,14979,clb0kvxw891rs074ygk5209y7,"What type of polyp is present, what colors are the abnormalities, and where in the image are they located?","no polyp is identified, multiple abnormalities with pink, red, and white hues are observed, and they are distributed across central, lower, and upper regions.",Color
train,14995,cla820glcs48f071uaeot7zw6,"What color are the abnormalities, what type of polyp is present, and how many polyps are visible in the image?",no polyps are present with no visible abnormalities of color.,Color
train,15000,clb0kvxvf90lg074y3t1ccksv,What color does the abnormality appear to be?,pink and white colored lesions,Color
train,15024,clb0kvxwb91xg074y0c2bejt7,"What procedure is depicted in the image, what colors are present in the abnormality, and how many instruments are visible?",the image shows a gastroscopy with multiple colored abnormalities and no visible instruments.,Color
train,15030,cl8k2u1ra1ftb08327dm9ccl5,"What procedure is depicted, what colors are associated with any abnormalities, and how many instruments are visible in the image?",the image shows a colonoscopy with multiple colored lesions and no surgical instruments present.,Color
train,15037,clb0kvxwf923k074yharv7ao5,How many findings are present and what are the colors of the abnormalities?,"one distinct finding observed with pink, red, and white discoloration",Color
train,15038,clb0kvxwp92jo074yezfl3lmh,What colors are observed in the abnormal areas?,"pink, red, and white lesions noted",Color
train,15046,cl8k2u1qc1eor08325e6j9lq5,What are the colors of the abnormal areas observed?,"lesions exhibiting flesh, red, and white hues",Color
train,15048,cl8k2u1s71gwn08322ec18t4z,What colors are observed in the abnormal area?,pink and red mucosal lesions,Color
train,15051,clb0kvxvi90qs074y7agh8ilw,What colors are observed in the abnormal area?,"areas of pink, red, and white discoloration",Color
train,15053,cla820gm2s587071u5rub5yy5,"What color abnormalities are present, are there any green or black box artifacts, and is there any text visible in the image?","multiple colored lesions including pink, red, yellow, and white are present without any green or black box artifacts, and text is visible.",Color
train,15060,cl8k2u1py1e970832b2trgjim,What color is the abnormality and where is it located in the image?,abnormality presents as pink and is distributed in the central and upper-left regions,Color
train,15078,cla820glzs54f071u9ct1hd4x,What are the colors of the abnormal findings?,"abnormal areas show pink, white, and yellow discoloration",Color
train,15080,cl8k2u1rs1gmj0832ho3k49gm,What is the color of the observed lesion?,lesion appears pink in color,Color
train,15086,clb0kvxwq92lg074yhzx807og,What are the colors of the abnormal findings?,"lesions displaying pink, red, and white discoloration",Color
train,15088,cl8k2u1qw1fcj0832dn27bew0,"What is the size, color, and number of the observed gastrointestinal findings?",the polyp measures less than 5 millimeters with a pink appearance and one distinct finding is present.,Color
train,15092,clb0kvxw691ow074yfcq1auo4,"What color is the abnormality and where is it located, and have all polyps been removed?","abnormalities are pink, red, and white and are scattered across multiple regions including center, upper, and lower areas; no polyps are present.",Color
train,15109,clb0lbwzadoyc086u0brshvx5,"What instruments are visible, what procedure was performed, and what colors are associated with the abnormalities in the image?","biopsy forceps are present, the image is from a colonoscopy, and the abnormalities show red and pink hues.",Color
train,15110,cla820glcs48b071ueoc59q55,"What colors are observed for the abnormality, and are there any anatomical landmarks present in the image?","the abnormality shows multiple colors including pink, red, and white, with no identifiable anatomical landmarks present.",Color
train,15120,cl8k2u1qi1ex308323tj593wx,"What procedure was performed, what are the colors of any abnormalities, and how many polyps are present in the image?",the image is from a colonoscopy showing flesh-colored and white lesions with a single polyp identified.,Color
train,15122,clb0kvxv8908s074yf1acgvry,"Where in the image are the abnormalities located, and what colors are they?","multiple lesions are distributed across central and upper regions with mixed pink, red, and white coloring.",Color
train,15163,cla820glos4qz071u3xorao72,What colors are observed in the abnormal findings?,multiple pink and red lesions noted,Color
train,15187,cla820gmfs5nr071ueghc9d0l,"What colors are observed for any abnormal areas, what type of polyps are present, and what diagnosis is suggested by the findings?","multiple pink and white lesions are seen, no polyps are identified, and features consistent with ulcerative colitis are present.",Color
train,15189,clb0kvxw291jo074y2gyo8adu,"What colors are observed for the abnormality, what type of polyp is present, and how many instruments are visible in the image?",abnormalities show mixed pink and red hues with no polyps detected and no instruments present.,Color
train,15193,clb0kvxw391k8074y2o7iepif,What are the colors of the abnormal lesions observed?,"lesions show pink, red, and white discoloration",Color
train,15225,cl8k2u1q41ehn08323yd3a1gq,What type of polyp is present and what colors are observed in the abnormal areas?,"multiple polyps with varied mucosal coloration including orange, flesh-toned, and red areas",Color
train,15268,clb0kvxux8ztk074ydrosfmn4,What are the colors of the abnormal areas and is there any information regarding polyp removal?,"multiple colored lesions noted including pink and red areas, and no evidence of polyp removal",Color
train,15283,clb0kvxw591no074y7jng91j2,Where are the anatomical landmarks located in the image and what colors are associated with the abnormalities?,"anatomical landmarks are distributed in central, upper, and lower regions with abnormalities showing pink, red, and white discoloration.",Color
train,15286,cl8k2u1qw1fdb083248to85y0,What color and location abnormalities are visible in the image?,multiple colored lesions scattered across central and lower regions,Color
train,15299,cla820gmqs65r071uc9zodhx6,What colors are observed in the abnormal areas and where is the instrument located in the image?,multiple pink and red lesions are present; no instrument is visualized,Color
train,15309,clb0kvxv4902g074y9ugv9pi0,"In which locations is the instrument absent, what colors are the abnormalities, and where are the abnormalities located in the image?","no instrument is visible, multiple color abnormalities are present, and lesions are distributed across central, lower, and upper regions.",Color
train,15327,clb0kvxw191i4074ydbkffqcc,"In the image, where is the instrument located, what colors are the abnormalities, and what type of procedure was performed?","no instrument is visualized in the gastrointestinal tract, multiple colored abnormalities are present, and the image was obtained during a gastroscopy procedure.",Color
train,15341,clb0kvxw391ks074y7cn169rr,What colors are observed in the abnormal areas?,"lesional areas showing pink, red, and white hues",Color
train,15350,clb0kvxvk90v8074y2mal1cph,"What color is the abnormality, what anatomical landmarks are present, and where is the abnormality located in the image?","the abnormality shows multiple colors including pink, red, and white, with a z-line present, and it is distributed across central, upper, and lower regions.",Color
train,15351,clb0kvxuy8zv8074ya010fwou,What colors are observed in the anatomical landmark?,"red, pink, and white coloration noted",Color
train,15455,clb0kvxwo92i4074y4wsh5ive,Where is the instrument located in the image and what are the colors of the abnormalities observed?,"no instrument is visible within the gastrointestinal tract, and multiple abnormalities are present in pink, red, and white colors.",Color
train,15467,cla820glls4mn071u0jbea274,What procedure is shown in the image and what are the colors of the abnormalities?,procedure is colonoscopy with red and pink lesions noted,Color
train,15469,cl8k2u1q21edv08329nobdqci,What color and location findings are observed in the image?,"white and red abnormalities noted in the center-right, lower-center, and lower-right regions",Color
train,15472,cl8k2u1rn1gfv08329igrhf83,What color is the abnormality? If more than one separate with ; How many findings are present?,no abnormal coloration observed with a single finding present.,Color
train,15475,clb0kvxvl90ww074y1p1410bj,What are the colors of the observed abnormalities?,"lesions exhibiting pink, red, and white discoloration",Color
train,15485,cl8k2u1pu1e2v083219l797nz,What is the color and size of the abnormality?,reddish-pink in color measuring between 5 to 10 millimeters,Color
train,15486,cl8k2u1r71fon0832ck0fghmu,What colors are observed in the abnormal areas?,"white, red, and pink lesions noted",Color
train,15492,cl8k2u1rh1g6b08328cxf9cz6,What color and location of the abnormality are seen in the image?,red and pink lesions observed in central and upper-left regions,Color
train,15495,cla820glys537071u1anh57fb,What are the colors of the abnormal findings?,multiple colored lesions observed,Color
train,15502,cla820gl8s41n071uanbv7xro,"What color abnormalities are present, is there a green/black box artefact, and where is the anatomical landmark located?","multiple pink, red, and white lesions are visible, no green or black box artefact is present, and no anatomical landmark is identified.",Color
train,15525,clb0kvxvi90s8074y867p5cbg,"How many findings are present, what colors are the abnormalities, and is there any instrument visible in the image?","two distinct findings are present, showing pink, red, and white discolorations, with no instrument visible.",Color
train,15528,cla820gn6s6mj071ufu065dcx,"What color is the abnormality, what type of polyp is present, and are there any instruments visible in the image?","no instruments are present, no polyps are identified, and the abnormality shows mixed pink and red coloration.",Color
train,15530,cl8k2u1ql1f070832bhio897d,What type of polyp is present and what colors are observed in the abnormality?,presence of parietal polyp with pink and yellow lesions,Color
train,15552,cla820glxs51v071uhmfh7mkc,"How many findings are present, what colors are the abnormalities, and is there any instrument visible in the image?","there is a single finding with multiple colors including pink, red, yellow, and white, and no instrument is visible.",Color
train,15561,cl8k2u1st1gyb08328ooken3l,"What color is the abnormality, are there any abnormalities present, and how many findings are visible in the image?",red and pink mucosal abnormalities are present with a single lesion observed.,Color
train,15578,clb0kvxw491mw074ydtuf6e1n,What color manifestations are present and which anatomical landmarks can be identified in the image?,"multiple colored lesions observed, including pink, red, and white areas, with z-line visible",Color
train,15602,clb0kvxuy8zv8074ya010fwou,"What are the color, size, and type of the abnormality observed in the gastrointestinal image?",multiple colored lesions are present without any detectable polypoid lesion.,Color
train,15613,cla820gmas5ij071uftgg5dws,What colors are observed in the abnormality and is there a green or black box artefact?,multiple red and pink lesions are present without evidence of green or black box artefacts.,Color
train,15626,cla820glis4ij071uf0lhhgr8,What colors are observed in the abnormality and where is the anatomical landmark located?,multiple red and pink lesions are present without identifiable anatomical landmarks.,Color
train,15627,cla820gl1s3p7071u7m8c1gl7,"What color are the abnormalities, are there any instruments present, and is there any text visible in the image?","abnormalities show pink, red, and white lesions; no instruments are present; text is visible.",Color
train,15632,clb0kvxvc90g8074yft724moc,"What color are the abnormalities, how many findings are present, and what is the size of the polyp?","multiple findings include pink, red, and white lesions with no visible polyp size",Color
train,15637,clb0kvxwl92co074yen9odmy7,What are the colors of the abnormal areas and is there any issue with polyp removal?,"multiple colored lesions including pink, red, and white are present; no polyps were noted.",Color
train,15649,cl8k2u1ra1ftn08327988gp37,What type of polyp is present and what colors are observed in the abnormality?,"multiple colored lesions noted including red, pink, and yellow areas",Color
train,15669,clb0kvxwq92lk074yepfmerxu,"What is the size, color, and number of polyps observed in the gastrointestinal image?",no polyps are visible in the gastrointestinal tract.,Color
train,15687,cl8k2u1qg1eur08327ump1pdv,What are the colors of the abnormal areas observed?,flesh-colored and white lesions,Color
train,15704,clb0kvxux8zuk074y2ecr98hy,What are the colors of the anatomical landmarks observed?,"red, pink, and grey hues noted",Color
train,15710,clb0kvxw591o4074ycdn23de7,"What color is the abnormality, how many polyps are present, and where is the abnormality located in the image?","multiple abnormal areas are present in various locations including the center, lower regions, and upper regions, displaying pink, red, and white discoloration with no polyps observed.",Color
train,15722,clb0kvxw491ls074ybank4qyq,"What colors are observed in the abnormal findings, and are there any instruments visible in the image?","multiple pink, red, and white lesions are present without any instruments observed.",Color
train,15727,cl8k2u1qx1fer08321oy2cvhm,"What is the size of the polyp, what colors are the abnormalities, and how many instruments are visible in the image?","polyp measures 5 to 10 millimeters in size, with red and pink areas noted, and no instruments are present in the image.",Color
train,15744,cl8k2u1r61fn308328j7x6toq,"What procedure was performed, what colors are present in the abnormality, and how many polyps are visible in the image?",the image is from a colonoscopy showing red and pink lesions with a single polyp observed.,Color
train,15745,cla820gmbs5jv071u2nr79rfo,"In which part of the image is the instrument located, what colors are associated with the abnormality, and what type of procedure is this image from?","no instrument is visible in the image, multiple colors including pink, yellow, and white are noted, and the image is from a colonoscopy procedure.",Color
train,15751,cl8k2u1rc1fwz08322ztc5nk1,What colors are observed in the abnormal areas?,red and pink areas noted,Color
train,15752,cl8k2u1qz1fh70832c4r8chyp,"What is the size, color, and number of findings observed in the gastrointestinal image?","the polyp measures more than 20 millimeters in size, with red and pink areas noted, and one distinct finding is present.",Color
train,15766,clb0kvxwk92c8074yhamh45js,What colors are observed in the abnormal area?,"pink, red, and white lesions observed",Color
train,15785,clb0kvxwh926s074y8cz1g64s,"How many instruments are present, what type of procedure is being performed, and what colors are observed in the abnormal area?","no instruments are visible, the image is from a gastroscopy, and multiple colors including pink, red, and white are present in the abnormal area.",Color
train,15790,cla820glns4pz071ubjw56e77,What color is the abnormality and are there any abnormalities present in the image?,red and pink areas are noted with evidence of ulcerative colitis.,Color
train,15797,cla820gn2s6hb071u8wnnh6cc,What colors are observed in the abnormal areas and where is the anatomical landmark located?,multiple colored lesions observed; no identifiable anatomical landmark present,Color
train,15798,clb0lbwzbdozc086uf89u0j9l,"What is the size of the polyp, what colors are the abnormalities, and how many findings are present?","the polyp measures greater than 20 millimeters, with multiple abnormalities exhibiting red, pink, yellow, and brown hues, and two distinct findings are identified.",Color
train,15801,clb0kvxwl92dc074ybmezf2dn,"What color abnormalities are visible, what type of procedure was performed, and where is the anatomical landmark located?","multiple red and white lesions are present, the image is from a gastroscopy, and no distinct anatomical landmark is identified.",Color
train,15818,cla820gmvs6bv071u7llu5ik5,"What colors and locations are observed for the abnormalities, and how many instruments are present in the image?","abnormalities are noted in multiple colors including pink, red, and yellow, scattered across various regions such as the center, center-left, center-right, lower-center, lower-right, upper-center, upper-left, and upper-right, with no instruments visible.",Color
train,15823,cla820gmrs66n071u430dgpmx,"In which regions of the image are the anatomical landmarks and abnormalities located, and what are the colors of the abnormalities?","no distinct anatomical landmarks are visible, and multiple abnormalities of pink, red, and white colors are distributed across central, upper, and lower regions.",Color
train,15833,cl8k2u1qa1eln083230laf3p8,"What procedure was performed, what colors are the abnormalities, and where are they located in the image?","the image is from a colonoscopy, showing abnormalities of yellow, red, and flesh-colored lesions scattered across the center and lower regions.",Color
train,15866,clb0kvxvj90sw074y65neasey,Where in the image is the instrument and what colors are observed in the abnormality?,no instrument visualized within the gastrointestinal tract and multiple colored lesions noted,Color
train,15880,clb0kvxuy8zus074ycfgp22fs,What color is the abnormality and how many instruments are in the image?,"multiple colored lesions including pink, red, and white are present; no instruments are visible.",Color
train,15881,clb0kvxvi90rw074ygc5eg92f,What colors are observed for the abnormalities and is there evidence of esophageal inflammation?,"multiple lesions show pink, red, and white coloration with evidence of esophageal inflammation.",Color
train,15893,clb0kvxwn92hc074y0g1i2dzr,What colors are observed in the abnormal area?,"pink, red, and white lesions noted",Color
train,15913,clb0kvxwa91w4074y6ii6fm6u,"What colors are observed for the abnormalities, and how many polyps are present in the image?","multiple red and white lesions are noted, with no polyps identified.",Color
train,15927,clb0kvxv18zyw074yczp6gxp2,What procedure is depicted in the image and what are the colors of the observed abnormalities?,"gastroscopy was performed, showing multiple mucosal lesions with varied coloring including pink, red, and white areas.",Color
train,15933,clb0kvxv18zz0074y4120hdg9,"What colors are observed for the abnormality, which anatomical landmarks are visible, and is there any instrument present in the image?","multiple reddish and white lesions are present, with the z-line visible, and no instruments are noted.",Color
train,15952,clb0kvxw991tk074ybvmn9axs,"What color is the abnormality, what instruments are present, and what type of polyp is observed?","abnormalities show pink, red, and white discoloration with no visible instruments and no polyp identified.",Color
train,15968,clb0kvxuy8zus074ycfgp22fs,"Where is the instrument located, what colors are associated with the abnormality, and which anatomical landmarks are visible in the image?","no instrument is visible, multiple colors including pink, red, and white are present, and the z-line is identified.",Color
train,15976,cl8k2u1qe1erj08324s8i042l,"What procedure was performed, what type of polyp is observed, and what colors are associated with the abnormality in the image?","findings are consistent with a colonoscopy showing a paris ip polyp with red, flesh, and white lesions.",Color
train,15987,clb0kvxve90jo074yhidc1v7m,What color is the abnormality and what type of polyp is present?,multiple red and white lesions noted with no polypoid features present,Color
train,15992,cl8k2u1re1g0j0832dbga9orj,What colors are observed in the abnormal areas and how many instruments are present in the image?,"multiple colored lesions including red, pink, and yellow are present; no instruments are visualized.",Color
train,16005,clb0kvxvc90gk074yetau6yvy,What colors are observed in the abnormal area?,"presence of pink, red, and white lesions",Color
train,16007,cl8k2u1ra1ftf0832d3dbcb65,"What abnormalities are visible in the image, what colors are they, and where are they located?","multiple polypoid lesions with red, pink, and yellow hues located in the central and upper-right regions",Color
train,16021,clb0kvxwl92dc074ybmezf2dn,Where in the image are the abnormalities located and what are their colors?,"abnormalities are distributed across multiple regions with varied colors including pink, red, and white.",Color
train,16023,clb0kvxwm92eg074y30y39wtz,"How many instruments are present in the image, what colors are the abnormalities, and are there any visible instruments?","no instruments are visible, and multiple colored abnormalities are present.",Color
train,16035,clb0kvxwa91vk074y9orohnyw,What are the colors of the observed abnormalities?,"abnormalities show pink, red, and white areas",Color
train,16040,cla820gl3s3s3071ugtjy06xj,"Which anatomical landmarks are visible, what colors are the abnormalities, and what is the diagnosis based on the findings in the image?","no specific anatomical landmarks are identified, multiple colored abnormalities are present, and ulcerative colitis is evident.",Color
train,16041,clb0kvxw591nc074ycgw2fmz8,"What are the colors of the abnormalities, are any polyps still present, and how many distinct findings are visible?","multiple lesions show pink, red, and white coloration, no residual polyps are noted, and two distinct abnormalities are present.",Color
train,16059,cla820gm6s5cj071ucvqjgfy5,What colors are observed in the abnormal areas?,multiple areas showing pink and red lesions,Color
train,16090,cla820gmys6fv071ue1mbagdk,What color is the abnormality? Are there any abnormalities present in the image?,multiple lesions showing pink and red discoloration are present.,Color
train,16114,clb0kvxvz91fo074y60w48iy2,How many polyps are in the image? What colors are observed in the abnormal areas?,"no polyps identified; multiple color changes noted including pink, red, and white lesions",Color
train,16129,cla820gmus6av071u3bfa71nu,"What type of polyp is present, what colors are the abnormalities, and is there an instrument visible in the image?","no polyp is observed, multiple colors including pink, red, white, and yellow are noted, and no instrument is visible.",Color
train,16134,clb0kvxw091g0074y3qhmfi9e,"Where in the image are the instrument and abnormality located, and what colors are the abnormalities?","no instrument is visible, and multiple abnormalities of pink, red, and white colors are scattered across central and upper regions.",Color
train,16147,cla820gmcs5kv071u8tud9ta7,"How many findings are present, what abnormalities are visible, and what colors are associated with the abnormalities in the image?","one finding with evidence of ulcerative colitis presenting as pink, yellow, and white lesions",Color
train,16151,cla820glfs4df071u98r5gart,"What is the size of the polyp, what type of procedure was performed, and what colors are associated with the abnormality?","no polyp is present, the image is from a colonoscopy, and the abnormality shows pink and red hues.",Color
train,16155,cla820gl5s3vz071ua6uggyz6,What color is the abnormality and is there any text visible?,"areas of pink, red, and white discoloration are present with visible text",Color
train,16158,cla820gmws6df071uc7su0g06,"What color is the abnormality, are there any abnormalities present, and is there any text visible in the image?","abnormalities show pink, red, and white discoloration, evidence of ulcerative colitis is present, and text is visible.",Color
train,16159,clb0kvxvq913g074y9aq0aw5d,What color is the abnormality and is there any text visible?,"abnormal areas show pink, red, and white discoloration with presence of text",Color
train,16162,cl8k2u1pu1e3b0832blgn4zyw,What color is the abnormality and what type of polyp is present?,localized pink-appearing lesion with features consistent with a paris-type polyp,Color
train,16177,cla820gn7s6nz071ucibt4ct0,Where in the image are the abnormalities located and what colors are they?,"abnormalities are distributed across multiple regions including center, upper, and lower areas with varying colors such as pink, red, white, and brown.",Color
train,16182,cl8k2u1qq1f3r0832bhibea15,What is the size and color of the polyp?,polyp measuring less than 5 millimeters with red appearance,Color
train,16203,cl8k2u1rb1fvz0832auie3734,"What are the color characteristics of the abnormality, how many findings are present, and how many instruments are visible in the image?","red and pink areas are observed, with a single finding noted and no instruments present.",Color
train,16210,clb0kvxvz91eg074yec9uflmj,"What type of polyp is present, what colors are the abnormalities, and where are they located in the image?","no polyps observed, with multiple colored lesions scattered across central and upper regions of the image.",Color
train,16230,cla820gm9s5gb071ubukj4rn3,What are the colors of the abnormal areas observed?,pink and white colored lesions,Color
train,16231,cl8k2u1rk1gbb083228nsfsor,What color is the abnormality and how many findings are present?,multiple pink and red lesions observed,Color
train,16249,cl8k2u1qs1f6j0832da9g3eyh,What type of polyp is present and what is the color of the abnormality?,mucosal polyp consistent with paris iia classification with pink discoloration,Color
train,16256,cla820gmus6a3071uezzm8dac,What are the colors of the abnormalities observed?,areas of pink and red discoloration,Color
train,16260,clb0kvxwd920w074y4kaah05o,What color are the abnormalities and how many instruments are visible in the image?,"multiple colored lesions including pink, red, and white; no instruments visible",Color
train,16265,cl8k2u1qf1esf08326xaq7f1x,What colors are observed in the abnormal area?,white and flesh-colored lesions present,Color
train,16275,clb0kvxwh9278074y9188311t,What colors are observed in the abnormal area?,"pink, red, and white areas noted",Color
train,16286,clb0kvxvy91dg074yhcjq5j78,What are the colors of the abnormal findings?,"pink, red, and white lesions observed",Color
train,16298,cl8k2u1s71gwv08321e39ec5z,What type of polyp is present and what colors are associated with the abnormality?,"multiple hyperplastic polyps with pink, yellow, and white discoloration",Color
train,16308,clb0kvxw191hw074ya91hab8o,"What colors are the abnormalities observed, and what type of polyp is present?","multiple lesions show pink, red, and white coloration with no polypoid lesion detected.",Color
train,16327,clb0lbwy7dnro086u142bcuu3,What procedure is depicted in the image and what are the colors of the abnormalities observed?,evidence of a colonoscopic examination with multiple colored lesions observed,Color
train,16339,clb0kvxvu917w074y7kfn0iga,"What color abnormalities are present, are any polyps still visible, and what anatomical landmarks can be identified in the gastrointestinal image?","multiple pink, red, and white lesions are observed, no residual polyps are noted, and the z-line is clearly visible.",Color
train,16342,clb0kvxwc91zk074y4356balc,What colors are observed in the abnormal areas and how many distinct findings are present?,multiple red and white lesions are present with one distinct finding,Color
train,16347,cl8k2u1qw1fcr0832b2q41nt8,"What type of procedure is the image taken from, and what colors are observed in the abnormality?",findings are consistent with a colonoscopic examination with multiple colored lesions noted.,Color
train,16366,cla820glbs46j071u3vje36lt,How many abnormalities are observed and what are their colors?,"one abnormal area with multiple colors including pink, red, white, and yellow",Color
train,16373,clb0lbwzmdpcs086ufmo6bufk,"What are the colors and locations of the abnormalities, and how many are present in the image?","three findings are scattered across the central and lower regions with white, blue, and green discoloration.",Color
train,16376,cl8k2u1s21gqz083267x3a37z,What are the colors of the abnormal findings?,"varied colors including pink, white, and yellow",Color
train,16383,clb0kvxw491mc074y5oc59auw,"How many findings are present, what colors are the abnormalities, and are there any instruments visible in the image?","one discrete finding is noted, with lesions displaying pink, red, and white hues, and no instruments are present.",Color
train,16389,clb0kvxuv8zsc074yf2j43it4,What color is the anatomical landmark and what is the size of the polyp?,"multiple colors including red, pink, and white are present; no polyp is identified.",Color
train,16409,cl8k2u1qh1ewb08324ylpcipm,What are the colors of the observed abnormalities?,"red, white, and flesh-colored lesions",Color
train,16418,clb0kvxvs9154074y56ri0885,What is the size of the polyp and what colors are the abnormalities observed?,no polyp detected with multiple colored abnormalities noted,Color
train,16420,cla820glhs4hr071uhjwycgv7,"What color is the abnormality, is there a green/black box artefact, and what type of polyp is present?",abnormalities exhibit pink and red hues with no green or black box artefact and no polyp identified.,Color
train,16427,cl8k2u1q51ejj083293wbaf9v,What color and location details are present for the abnormality?,"red, white, and flesh-colored lesions are distributed in the central and lower-right regions.",Color
train,16443,clb0kvxwc920g074y18a2d1jn,How many findings are present and what are the colors of the abnormalities?,"single finding with multiple color changes including pink, red, and white",Color
train,16453,clb0lbwz8dovw086u05yk7u55,Where is the instrument located in the image and what is the color of the abnormality?,instrument positioned in lower central and lower right regions with pinkish abnormality,Color
train,16464,cl8k2u1qs1f6r0832f6pa42lz,What are the colors of the abnormalities observed?,areas of pink and yellow discoloration,Color
train,16467,cla820gmgs5pv071ubu4gcmgh,"What procedure was performed, what colors are the abnormalities present, and is there any information regarding polyp removal?","the image is from a colonoscopy with pink and red abnormalities noted, and polyp removal status is not relevant.",Color
train,16499,clb0kvxuq8zmg074y7owh9m4b,"What colors are observed in the anatomical landmarks, and is there any text present?","red, white, and pink hues noted in anatomical structures; text identified",Color
train,16501,cla820glcs48v071u663z6ysx,"What is the size of any polyp, how many instruments are present, and what colors are associated with the abnormality?","no polyp is visualized, one instrument is present, and the abnormality exhibits pink, red, and white discoloration.",Color
train,16514,cl8k2u1rs1gmj0832ho3k49gm,"What type of polyp is present, what color is the abnormality, and how many instruments are visible in the image?",a paris ip-type polyp is noted with pink discoloration and no visible instruments.,Color
train,16525,cl8k2u1rb1fv308322uvp5xxp,"What type of polyp is present, what colors are observed, and where in the image is the abnormality located?",the polyp shows yellow and pink discoloration scattered in the central and lower-central regions.,Color
train,16528,clb0kvxuq8zmk074y0xdh7xr7,What colors are observed in the abnormal areas?,pink and white lesions noted,Color
